Sim	$DOMM	$EMERG	$INTROM	$NANC	$NSUB	$NTEM	$RECM	$SRD	$SRW	$TRANSIT	$CONN	$MERGE	$MER_G	$SAMP	LinearCombination_0	LinearCombination_1	LinearCombination_2	LinearCombination_3	LinearCombination_4	LinearCombination_5	LinearCombination_6	LinearCombination_7	LinearCombination_8	LinearCombination_9	LinearCombination_10	LinearCombination_11	LinearCombination_12	LinearCombination_13	LinearCombination_14	LinearCombination_15	LinearCombination_16	LinearCombination_17	LinearCombination_18	LinearCombination_19	LinearCombination_20	LinearCombination_21	LinearCombination_22	LinearCombination_23	LinearCombination_24	LinearCombination_25	LinearCombination_26	LinearCombination_27	LinearCombination_28	LinearCombination_29	LinearCombination_30	LinearCombination_31	LinearCombination_32	LinearCombination_33	LinearCombination_34
48	3.19611e-05	18118	0.00117172	12582	7244	9341	2.6057e-05	0.668998	0.817452	3814	74932	68118	71118	78118	129.757	38.2481	10.0106	22.7858	29.7569	6.535	-2.99403	2.12804	7.11056	5.89415	-9.26033	7.82748	-2.56248	-3.88783	-1.25481	-0.299629	1.46267	-1.0709	5.87435	-0.648382	-1.82625	-2.00595	-0.205017	-2.21407	0.407688	-0.122295	-1.89694	-0.913322	-0.746658	-2.02593	-0.592728	0.0500758	-1.6368	0.835963	0.938982
49	0.00242002	11335	0.00122289	18650	4844	7500	0.00371674	0.607322	0.102798	1220	65555	61335	64335	71335	-95.6373	-35.1524	8.04375	23.3382	-0.126846	-3.15074	-0.937473	-5.57456	-1.99659	0.638593	-0.65643	0.710599	-0.0622408	-3.55274	0.951784	0.0356556	1.43612	0.18876	-0.62596	1.10675	0.892804	0.546383	-0.325568	0.433232	0.3994	0.688091	-0.786016	-0.561059	0.0167401	0.000643663	0.297396	0.265094	0.0158833	-0.0294945	-0.178369
0	0.000159791	16650	0.0251838	15718	8095	8600	0.000104707	0.888538	0.225926	4011	73661	66650	69650	76650	-88.3907	-65.9367	0.0325232	19.8006	-3.83106	2.08731	7.63748	2.27804	3.02778	4.93191	-3.1486	1.18567	3.66684	-2.01504	1.08919	3.33149	-0.212596	-1.00354	-0.0255442	-1.83208	2.65555	1.16883	-0.284415	-0.995225	-1.037	0.384468	-0.604258	-0.024162	-1.19085	-0.303122	-0.607619	-0.703818	-0.534497	0.305818	0.545816
1	0.000917858	11589	0.034506	10239	9740	8646	0.000164397	0.982118	0.30454	1719	66308	61589	64589	71589	-48.4069	16.031	16.073	-8.87515	-0.31616	-6.50648	-4.92465	-0.814512	1.47318	5.07097	1.14965	-0.971296	0.32338	-2.64132	0.241992	-1.18499	-0.598813	-0.737962	-0.550806	1.33262	-2.2412	1.10948	0.450934	-0.917458	0.325411	0.0936184	0.337725	-0.430288	0.11723	-0.120313	0.00395794	-0.489495	0.5409	-0.020131	0.383258
2	0.0200292	18535	0.000121667	10152	6997	2200	0.000414858	0.747848	0.789497	2871	74406	68535	71535	78535	-13.9177	27.4134	-5.86282	17.0055	-6.68628	-3.2174	4.171	-5.38971	-0.824772	-2.67605	-0.345364	-0.898057	-1.29906	-2.45262	1.4004	-0.865748	-1.19325	0.813976	-0.438093	0.479351	-0.19333	-0.272425	-0.135275	0.359182	0.468728	0.426857	-1.07386	0.0773244	0.273917	0.110539	0.250493	0.150339	0.221675	-0.0217302	0.301357
3	1.27792e-05	19611	0.00208687	11455	4802	3891	1.04423e-05	0.841024	0.272775	3992	76603	69611	72611	79611	138.777	29.6931	18.9227	20.7933	31.0858	15.4142	0.904336	-5.4506	2.76276	9.01741	-1.8716	1.48701	-3.25207	1.20106	-0.107669	1.99421	-0.463938	0.362707	5.99777	4.58948	-1.6811	-1.09958	2.11422	-1.19068	0.0118447	-1.78445	-2.78716	-2.31028	1.53933	-0.58618	-2.97961	0.646394	-0.58967	-0.115189	0.380789
4	0.000957242	14115	0.000816247	18690	3977	8912	2.20166e-05	0.692726	0.810995	536	67651	64115	67115	74115	24.0661	57.9443	-2.9042	-2.26322	-9.36874	-3.9028	3.89372	-0.963657	0.876201	-1.0899	0.662004	-1.40999	-0.257797	-4.35727	0.981557	0.242743	0.0405806	-0.241748	0.998416	-0.517968	0.478932	-0.11414	-0.81001	-0.112625	0.520877	0.381359	0.236271	-0.0643329	0.240407	-0.129318	0.0745839	-0.12774	0.591926	-0.364596	0.0766482
5	0.00325903	13284	0.005903	12729	5194	8328	0.00280475	0.659116	0.287865	962	67246	63284	66284	73284	-64.6517	4.45202	27.8552	6.28706	-3.57072	-5.96519	-7.28486	5.48278	-2.75142	0.212116	4.52792	0.221014	0.0437877	-7.42787	1.21767	-1.3309	0.461996	-0.384238	0.942438	0.2173	0.526651	-0.381152	0.784781	0.488553	0.775426	1.27537	-0.0236277	0.100241	0.186222	-0.0119627	0.0127275	-0.0385024	0.440719	-0.272338	0.0538034
6	0.000888882	13139	0.00295944	19964	3133	4580	9.76851e-05	0.87079	0.415663	3675	69814	63139	66139	73139	38.0831	55.592	-16.5947	-8.49096	-4.79918	0.619196	6.61456	10.9951	3.78006	-4.27695	-1.0802	0.529047	0.320565	-3.92688	-4.6533	4.81066	-1.47205	2.22495	0.700263	0.789289	-0.0647545	2.21063	-0.124803	-1.37356	-0.0341793	-0.632858	-0.36213	0.263574	-0.683187	-0.0416023	-0.117958	-0.188883	0.191943	0.215683	0.258771
7	0.000210344	16406	0.00690716	19785	1677	4969	0.000430025	0.716396	0.267752	3566	72972	66406	69406	76406	-50.6231	-55.128	18.5899	38.6018	-16.7487	10.094	6.43174	4.86637	2.25522	-6.74638	-0.578061	0.596899	-0.0347135	-3.80509	0.907556	0.103357	0.421005	0.18809	0.0205701	-1.57408	0.235388	-0.452277	-1.32218	1.30578	-2.14828	0.546944	0.529087	-0.440266	-0.0912648	-0.00584028	-0.566364	0.0783975	-1.01811	-0.123279	-0.619527
8	0.000153621	15067	0.00185123	15618	4387	5031	0.00815582	0.64452	0.368973	4315	72382	65067	68067	75067	10.3946	54.4362	1.15752	4.10642	-9.18378	-6.24501	2.23046	-4.63098	0.524534	-1.61747	2.49509	-1.95242	-0.436328	-4.45148	0.9117	-1.18623	-1.06258	0.219975	1.60698	-1.42569	0.668796	-0.167373	-1.50577	0.649285	1.06706	-1.34559	0.593109	0.676476	0.0535024	-0.0378013	-0.110513	-0.0840421	0.267993	-0.672849	-0.0658495
9	0.000271622	17530	0.0198049	10102	3064	2612	0.00503025	0.691297	0.143151	394	70924	67530	70530	77530	26.6926	51.7333	-8.38668	-6.83107	-8.57029	0.302167	3.46488	-5.18069	2.8204	-2.61301	-0.0502775	0.820353	-1.4434	2.02412	0.824808	-2.65173	-0.729095	1.13517	0.270446	0.884811	-0.247892	-0.799912	-1.0232	0.59843	-0.315128	-0.348023	-0.00498836	0.133785	-0.61465	0.0615067	-0.161517	0.235115	-0.322193	-0.00925418	-0.116829
10	0.000282902	13869	0.00230453	17929	7832	2162	0.000122084	0.761221	0.46667	4937	71806	63869	66869	73869	66.3513	-153.535	-6.79507	-19.8466	-25.3027	-6.06746	-3.89812	-6.17107	-10.045	5.00121	3.87535	4.03398	-1.22041	-4.9521	-0.369411	5.95091	-0.377392	0.218801	4.53765	-0.498348	-2.23723	-0.470001	2.4214	1.23937	-1.17531	-0.286722	-1.24457	-0.603887	0.193983	0.0283434	1.47739	-0.0151356	0.648293	1.0975	1.33011
11	0.000269474	13589	0.00138301	18684	2031	3575	0.00232232	0.956825	0.238941	360	66949	63589	66589	73589	-84.8842	0.28624	14.753	1.56972	9.39403	-9.0417	-7.03653	-6.9143	-0.246003	3.95142	2.41181	-1.21687	1.72711	3.62599	-2.67083	1.05621	-2.77041	0.840874	0.486069	-1.19877	-1.02412	1.41654	0.508514	-0.974717	-0.914322	0.215869	-0.3108	-0.0825497	-0.156774	-0.500377	0.308827	-0.217851	0.343747	-0.187501	0.756689
12	0.0178157	12681	0.00229982	19899	7206	8919	9.25244e-05	0.912355	0.424649	2114	67795	62681	65681	72681	-74.2786	17.4379	11.226	2.88601	5.19291	-11.3298	-2.79378	-5.17385	-2.19082	-0.0677401	2.92207	-1.59213	-1.47332	2.87583	-0.979915	0.870313	-2.68369	1.91576	1.33003	-2.67468	-0.00780215	0.0632692	-0.414674	-0.491951	0.969246	-0.778523	-0.0877744	1.51421	0.282653	-0.47241	-0.183854	0.205831	0.611029	0.369624	-0.470643
13	0.000642906	11987	0.000308888	11309	4453	5943	0.00569981	0.715169	0.271834	4573	69560	61987	64987	71987	16.8159	21.52	5.32046	-23.7391	-9.14312	8.51731	4.15822	-1.9031	3.7774	-5.47052	-2.86733	-0.635881	-4.04316	-3.78201	0.0985574	1.96152	-5.00956	2.33183	-0.327483	-2.01268	-0.672193	-2.08693	0.282896	2.37336	-0.408182	-0.936195	0.338045	0.639615	-0.037314	0.228927	0.17323	0.794934	0.0149804	-0.0592602	0.116989
14	0.000127512	12441	0.0281073	14927	6588	6464	3.57843e-05	0.787937	0.223022	2461	67902	62441	65441	72441	44.8143	-49.2138	-63.3261	-1.75944	4.71159	-0.595435	-19.0649	-4.32239	-4.30384	-3.54412	8.09244	5.88866	-1.19457	-2.50804	-3.46533	-0.0381655	0.815402	-1.1026	1.83976	-0.352265	-0.345771	0.45649	1.48292	-0.518865	-0.0316841	-0.816484	0.132892	0.308122	-0.722184	-0.425754	-0.739275	0.126751	1.04382	-0.712505	-0.47474
15	0.0222781	16708	0.028267	17281	7637	5619	0.000420998	0.956702	0.530396	3187	72895	66708	69708	76708	-35.8566	-26.8095	-18.8015	13.5321	5.4218	10.0186	11.6274	-4.57618	4.1001	-11.4981	0.385216	-0.337261	-0.411971	4.46634	1.84433	-1.62338	-2.22997	1.77341	-0.325624	-2.13946	-0.458445	-2.18855	-0.666732	0.15607	-0.704889	-1.85007	1.00809	0.355969	-0.199765	-0.354852	0.024187	-0.216753	-0.0430047	0.0109125	0.170071
16	0.000138432	16280	0.000519914	18364	6494	7766	0.00395091	0.840509	0.743017	3245	72525	66280	69280	76280	25.8562	43.4576	-6.4	-16.278	-5.39106	4.11759	3.14712	1.90466	-0.345504	-3.57876	-2.46851	1.00302	-1.12318	1.79323	0.0386972	-0.557415	2.17651	0.669035	-0.312452	2.035	-0.874616	-1.34045	-0.388065	-0.0764355	-1.14589	1.01379	0.228697	-0.135663	-0.291208	-0.22022	-0.44333	0.0564384	-0.151906	0.147907	-0.671459
17	0.000433842	13986	0.047986	16614	8506	1952	0.00526626	0.619816	0.167057	4566	71552	63986	66986	73986	-4.11069	38.0231	1.25768	-3.16415	-5.72378	-4.05885	0.373523	-3.75751	-0.92018	1.95593	-0.489021	-1.04372	-0.0663095	-4.87198	0.892446	-0.958721	3.80399	-1.52443	-0.900136	-0.372845	0.459943	0.646204	-0.815951	0.480114	0.851382	-1.62563	-0.179857	0.0361912	-0.327435	0.144992	-0.178936	-0.297391	-0.0149091	-0.874905	0.451597
18	0.00016028	13394	0.00153054	17968	5389	7758	0.000281298	0.604787	0.368233	972	67366	63394	66394	73394	-76.9332	-48.5017	2.91157	-14.8653	13.5603	10.3531	-4.83694	-6.95311	-5.72896	-1.76199	-2.92162	1.66743	3.39345	-4.02498	1.20974	3.35036	0.146587	0.144923	0.325797	-0.203224	2.71208	-1.35643	-0.147467	0.315797	-0.529755	0.599566	0.000977911	-0.966843	0.622183	0.0091908	1.07371	-0.368539	0.131134	-0.210786	0.443839
19	0.000290368	13228	0.00603222	10719	6083	3117	0.000153667	0.800277	0.356627	3783	70011	63228	66228	73228	47.4037	-106.687	-39.2717	-7.59003	-14.105	-8.6051	-0.330978	-5.28074	-5.90635	3.14698	4.17483	9.98971	5.75798	-0.62371	-0.384733	6.28605	1.05665	0.565773	3.63582	2.00917	0.88478	-1.89485	1.48403	0.427725	-0.694118	-0.651672	0.0519753	-1.67878	0.840475	0.0157608	-0.0564656	-0.343577	-0.533394	0.678322	0.30935
20	0.00541161	17148	0.00058757	13577	5235	4635	0.000260538	0.866356	0.266054	3376	73524	67148	70148	77148	-34.7566	14.615	12.3915	27.2419	0.930725	-5.73945	-5.71818	1.64131	-4.55487	-1.18729	3.57778	-2.90878	3.04457	-3.59883	-3.41342	-1.35064	0.708408	-1.26621	0.515571	2.3622	-2.76862	0.791507	1.22738	0.257581	-0.84741	0.736809	0.663663	-0.030889	0.613094	-0.257568	0.252961	0.133147	0.182276	0.0639402	-0.266947
21	0.00224629	13388	0.0010076	19558	5274	3814	0.000301503	0.725062	0.609357	1316	67704	63388	66388	73388	-28.3792	-27.5437	-35.523	4.13034	2.58888	3.5109	8.9141	-10.8386	6.871	-2.28652	-1.07982	1.93864	0.472532	-0.505805	-0.035282	-0.716409	4.10046	0.436345	1.03357	0.406446	1.06896	1.4808	-2.3821	-0.160349	0.351849	-0.37594	0.713311	-0.752741	1.14899	-0.156779	0.0408393	0.117742	0.0299482	-0.955493	-0.385992
22	5.31478e-05	17616	0.000427706	12549	8160	4203	0.000126491	0.619176	0.160914	1646	72262	67616	70616	77616	-67.3809	-33.059	14.2898	-2.78337	11.4885	6.60399	-5.3924	13.7475	0.588188	0.326725	1.08422	-0.526904	5.23693	-0.852973	-0.665212	-2.34174	0.112692	-1.72448	-1.25116	1.12912	-0.914662	-0.728297	-0.0895615	0.349947	-0.545882	0.197468	-0.774948	0.506146	-0.314752	0.384265	-0.497726	0.109755	0.26189	-0.199133	-0.130779
23	0.00020185	13992	0.000147267	12223	8812	2363	0.00513533	0.880695	0.134609	3673	70665	63992	66992	73992	22.1735	44.8875	2.77558	-5.97104	-9.97732	1.22549	-0.277504	0.11642	2.4961	-1.53202	1.62133	1.36235	1.54999	-4.61009	0.119385	-2.14791	-1.79265	1.0698	1.08816	1.84018	0.310176	0.538503	-1.26337	0.113751	0.109423	-1.2646	0.940229	-0.757209	-0.983942	-0.262864	0.0630491	-0.274187	-0.300748	-0.649731	0.41512
24	0.00136709	15027	0.000999583	19693	1656	8819	0.000740385	0.958893	0.118246	2930	70957	65027	68027	75027	-62.5591	-1.76185	-7.36672	1.66032	17.066	-4.04009	0.742107	7.21957	-13.5879	1.55482	-2.94155	-5.08535	3.49415	1.50225	-0.0901534	-1.60641	-0.746165	-0.538254	-0.397476	-1.41442	-1.78516	0.555369	0.449557	-1.26567	-0.632241	-0.516296	0.67741	0.464451	0.699045	-1.43027	-0.313512	-0.297227	0.0691692	-0.401325	0.39244
25	0.000451176	10653	0.0485389	12749	3364	2424	0.00409646	0.855128	0.894153	2049	65702	60653	63653	70653	-11.8813	45.4407	-4.25277	-14.3108	-0.660447	-6.86049	5.18346	6.37731	4.78623	2.34455	0.273067	-1.64777	-1.59753	1.47451	0.59759	0.223403	-1.53719	-1.64103	-0.10876	0.0574621	-0.220386	-1.22159	1.34368	0.628115	-0.175691	-0.753051	0.930897	0.0665397	1.12771	0.226112	0.0944971	-0.529758	-0.759724	-0.0661543	-0.54903
26	0.00208891	13596	0.00616174	16580	3388	8642	4.6696e-05	0.651475	0.816783	3375	69971	63596	66596	73596	2.01612	37.1178	-6.94456	26.3085	-6.09016	-2.98101	5.07948	-3.58447	-1.76613	-5.95603	1.1371	-1.4432	-0.799245	1.30518	-0.670831	0.652919	2.23474	-0.264218	0.383289	-0.557143	-0.203942	-0.551411	-0.741954	0.325825	-0.64296	0.744925	-0.113264	-0.23686	0.0214034	0.181519	-0.254051	0.361023	-0.0917999	-0.133537	-0.0706272
27	9.61763e-05	19110	0.000184983	13061	1889	6115	0.000569051	0.889247	0.26349	4149	76259	69110	72110	79110	-20.7134	28.2471	-26.1129	-19.2516	15.2743	-0.831237	3.92797	-1.85085	-12.3363	-0.360273	-6.23988	-3.36092	0.326652	1.85897	2.03557	-1.57189	0.0983683	0.849583	-0.048278	0.890229	-1.65644	0.276501	-1.85597	-1.28009	0.412657	0.084688	0.230772	-0.565222	0.0688105	0.0413768	-0.0751582	-0.105778	0.302777	-0.325195	0.45224
28	0.00390796	19028	0.0041373	19105	3157	8920	0.000765023	0.923847	0.764913	831	72859	69028	72028	79028	-26.5433	10.9555	16.3528	19.5224	-7.07495	0.845093	-5.19396	-5.25588	0.922943	-5.1935	4.0716	2.61404	-1.23092	5.43942	-1.24693	-0.511229	1.77542	0.284243	0.149585	1.44419	-0.896541	-1.19467	0.262662	-0.615468	0.231035	-0.521803	0.45298	0.842188	0.843309	-0.508454	0.334039	-0.772989	0.656833	-0.882162	-0.497114
29	0.0159497	10878	0.000494752	14353	7439	3764	4.94699e-05	0.617211	0.10476	4984	68862	60878	63878	70878	-84.5832	11.2875	10.2332	9.34172	4.81899	-13.7551	-0.813869	-1.81663	-0.98035	0.870066	1.7738	-2.77813	-4.78317	4.5237	-1.10188	0.337056	1.79499	-0.676045	0.551297	0.937045	-2.944	0.211479	0.372261	-0.13922	0.287877	0.882952	0.68139	-0.0194668	-0.504146	0.510608	0.158922	0.330533	0.475574	0.218968	0.108907
30	0.000103232	18816	0.000232417	15514	2497	4276	0.00532274	0.718221	0.554157	9	71825	68816	71816	78816	18.0447	43.0346	2.81979	-0.115396	-14.7487	-1.53621	3.65679	0.392146	5.46143	0.208275	0.145507	0.355484	-0.818555	-5.84975	0.227518	0.132365	0.809012	-0.576653	-0.31387	1.24821	-0.347822	1.19974	-0.929291	-0.153411	0.671073	-1.46885	-0.192761	0.125738	-0.831668	0.80987	-0.113276	-0.158001	-0.287733	-0.0773849	0.312616
31	0.0253566	13424	0.000439059	17916	6241	2577	4.63268e-05	0.820138	0.48475	1624	68048	63424	66424	73424	-49.6347	6.31659	-4.21924	6.66359	3.52213	-2.80393	4.38382	3.77173	-1.66301	0.261121	-0.494135	-0.783313	0.955763	0.387072	2.60442	-0.436103	-1.52183	-0.500362	-0.490213	-0.383666	0.695171	-0.135138	-0.260172	-1.10345	0.500758	-0.30336	-0.796655	-0.174842	-0.388252	-0.146595	-0.0738125	-0.442505	0.588949	0.214416	0.507588
32	2.80084e-05	17309	0.00108972	10075	2333	2216	1.73809e-05	0.828432	0.38998	1430	71739	67309	70309	77309	120.349	44.3464	-0.229881	27.2167	12.8371	9.51891	-13.9474	4.23921	3.22257	10.1821	-3.4698	-5.04936	0.881351	0.343085	2.0547	1.14396	2.40665	4.13748	1.37156	-0.464522	-0.802485	-2.4498	0.745139	0.925189	0.695244	-1.04242	-2.04126	-1.34147	-0.29607	0.129821	0.658804	0.295338	-0.167604	-0.671808	-1.24652
33	0.000201374	14654	0.000688948	19038	4364	7445	0.00165218	0.920546	0.22291	1910	69564	64654	67654	74654	46.2176	30.424	-8.36022	4.18372	-13.6957	7.33962	4.73841	-2.2032	3.50412	-0.803167	-0.897291	2.18523	2.49328	2.15887	0.701165	-2.13912	1.79012	-1.08259	0.843517	1.06557	0.967156	0.893354	-3.20085	-0.362777	-0.476723	-0.832193	0.41348	-0.817153	-0.134565	-0.372893	0.255912	-0.182807	0.459575	-0.436345	-0.364502
34	8.54607e-05	18608	0.00436295	12946	5327	2582	0.00521251	0.62781	0.214037	3170	74778	68608	71608	78608	36.1807	54.241	3.28864	6.68435	-11.0518	-0.510329	-1.30368	-4.38417	-2.06464	-1.81853	1.24975	-0.53639	0.585818	-0.919215	-0.557031	0.173807	-0.887086	0.0332148	1.74037	0.692393	-0.544373	0.485625	-0.960328	-0.675634	0.138365	0.368612	0.234277	0.312209	0.539063	0.0826799	0.258765	0.0350787	0.11385	-0.473651	0.133821
35	0.000544706	12543	0.00208945	17330	8645	3018	0.000672532	0.660546	0.123673	3307	68850	62543	65543	72543	-95.3522	6.91122	0.574986	-8.12517	17.373	-12.1525	1.86084	1.27606	0.496449	-0.0777297	3.1263	-4.09688	2.13669	-5.03349	0.040527	0.605149	0.46086	0.562286	1.42438	-0.668133	0.518617	-0.582203	0.218901	-0.0584226	0.219305	0.944712	0.256355	0.0660979	-0.0756401	-0.4666	-0.170111	-0.0188335	-0.346421	0.0209648	0.160755
36	1.7996e-05	13672	0.0358124	15437	8261	1878	0.000842384	0.804864	0.303851	2170	68842	63672	66672	73672	28.8341	47.3271	-12.2907	4.26571	-7.10484	1.00447	6.48735	1.32565	2.53544	-3.03301	-0.582115	0.0121664	0.178347	-0.0270889	0.144329	0.220556	0.795221	-0.127537	-0.849793	-0.0462127	-0.171162	-0.240586	-0.0115618	0.0466277	-0.249386	0.559865	-0.36682	-0.454957	-0.00561094	-0.114238	-0.0423656	0.518878	0.202841	0.285048	0.0388911
37	0.000135009	12298	0.000234659	14644	7352	9021	0.000794433	0.831913	0.30628	1370	66668	62298	65298	72298	31.0801	44.764	-8.50329	-18.5789	-5.23942	1.90745	-3.11685	-1.14522	9.56127	0.359077	1.95932	1.61136	-0.717506	-0.950491	-2.59906	-4.45	-0.409394	0.970912	-0.88376	-1.75048	0.846129	0.631566	0.107615	2.69416	0.688867	0.212898	-0.552343	-0.101318	0.917685	-0.559761	0.161863	1.17258	0.849515	-0.310474	0.43954
38	0.0239434	15914	0.00667458	11731	9185	5390	3.6487e-05	0.928253	0.128772	164	69078	65914	68914	75914	-53.2802	-52.8569	0.569466	13.3445	-12.9093	10.6496	-1.45682	-12.9283	1.38354	-1.2436	-3.3778	7.80731	-2.2173	-0.975975	1.25234	2.15924	-0.467122	2.36901	-2.3881	-0.246566	2.46591	-0.155799	1.52223	0.773207	0.401693	-0.851599	-0.743953	-0.156935	-0.272778	-0.572154	0.376142	-0.139049	0.170448	-0.0937687	-0.00769526
39	0.00644824	14771	0.00666282	17721	1996	9332	1.28919e-05	0.944382	0.124636	1480	69251	64771	67771	74771	-20.4034	3.10669	-7.41072	9.0085	-8.69739	0.872893	4.23438	-7.00093	-3.04422	3.16769	-5.83427	1.23671	-0.289676	1.28284	0.440897	2.45864	-2.28572	1.42799	-0.0105691	0.0408372	0.80302	2.7819	-2.37747	-1.81743	0.302477	-0.158059	-1.54925	-0.322763	-0.221352	-0.203054	0.358713	0.146183	0.67728	0.205593	0.24112
40	4.08352e-05	15869	0.00169499	13639	2262	3041	0.000259913	0.627319	0.147335	2472	71341	65869	68869	75869	91.3149	-30.1604	24.497	-25.2438	10.0286	30.3147	9.80169	0.609591	-1.53773	-7.88624	4.85465	-5.86114	-3.26134	3.69982	0.568549	0.945761	3.46923	1.00926	1.41919	-1.33293	-1.2941	2.34332	0.0370031	0.827716	-1.51173	0.34901	-0.966917	-0.617713	-1.95635	-1.30862	0.908209	0.28247	0.149946	-0.169986	-0.0836863
41	0.0159339	11272	0.00151252	16126	5221	3342	1.83408e-05	0.699113	0.603884	906	65178	61272	64272	71272	6.30432	29.0164	-5.12367	3.98938	-5.96796	0.504024	-1.80936	-6.90354	-0.228542	-2.68609	1.22282	2.55597	-1.56533	3.46662	-1.0406	1.66933	0.176539	1.09002	0.504097	-0.190519	0.257078	-0.190081	1.30994	-0.649478	-0.263945	0.8848	0.00868223	0.265652	-1.14574	0.47882	-0.222856	0.00949377	-0.39045	-0.163081	0.234355
42	0.000462349	12561	0.00041363	14514	2427	6092	0.000272889	0.709883	0.71798	2342	67903	62561	65561	72561	-74.7831	-37.2917	23.7535	15.4062	-2.88387	2.44105	-5.58855	-1.16522	-3.25147	1.59412	-0.0407916	-0.19254	2.38132	-4.55511	1.92576	-1.08851	0.00715373	-0.7058	0.362439	1.4476	-1.09679	0.742957	-1.86376	-0.72977	0.224492	0.89008	0.0817519	-0.637837	-0.181167	0.482219	-0.471352	0.204091	0.31879	-0.278871	0.126311
43	4.4854e-05	19552	0.00259489	13669	3409	6598	0.000507056	0.750454	0.142245	557	73109	69552	72552	79552	51.7866	52.7022	-11.1343	-7.03839	-1.38121	5.09541	3.44011	9.23827	3.41839	-0.0860953	1.12309	0.0863831	5.39901	1.45041	0.0481469	0.0665584	1.95002	-3.25819	-0.937807	-1.83067	1.55921	-0.690269	0.551157	-0.61344	-0.65302	0.713919	-0.575963	-0.23408	-0.117611	0.0184264	-0.10934	0.09292	0.465358	0.0901383	0.245205
44	4.70947e-05	12547	0.0124887	10465	1918	7755	0.00284742	0.856618	0.157739	3283	68830	62547	65547	72547	-47.3471	0.885765	23.682	-11.305	-3.26171	2.72304	-9.36708	4.43607	-7.84788	-1.29411	-0.497195	4.01903	-1.80743	-0.585955	-0.184318	0.642663	0.389916	1.34995	1.23081	2.1122	1.39691	-0.358001	-0.514207	-0.0716531	0.625874	-0.122848	0.308745	0.0610117	0.0394236	-0.123609	0.72431	0.0623937	0.156691	-0.688592	-0.567411
45	5.54717e-05	15530	0.00163787	13794	3684	3266	0.00100989	0.735223	0.613489	2441	70971	65530	68530	75530	31.2506	51.5124	-3.2996	2.54441	-4.43367	-0.785678	0.243014	-0.0196533	-1.63691	1.37086	-0.0195288	-1.45524	3.20582	0.380791	-0.958846	0.493773	0.348669	-1.73723	-0.970792	-1.58332	-0.880357	0.634755	0.761971	-1.03273	-0.69354	0.411174	-0.487147	0.260804	-0.334441	-0.136557	-0.101925	0.226063	0.51608	0.506078	0.50975
46	5.36092e-05	19515	0.000108036	17281	2936	1966	0.000140546	0.745119	0.617894	2620	75135	69515	72515	79515	84.269	-99.8006	23.2543	2.59222	-24.2235	6.94883	26.7215	9.30073	-0.21473	0.937721	-1.40943	-3.65395	0.900714	0.639394	-3.4215	-4.36581	0.0707772	-0.417952	0.55698	0.0404914	0.666741	0.687418	-0.0289829	-1.37475	0.771336	-0.421199	-0.537598	-1.81676	0.185573	1.0813	0.953643	0.816332	0.283115	0.6722	0.00404555
47	0.0143234	13471	0.0369344	15302	4464	5952	1.61907e-05	0.882575	0.511311	4775	71246	63471	66471	73471	26.5034	49.5164	-1.8144	8.86642	-11.2425	-0.68622	1.63533	-3.89779	-1.66262	-1.54298	-0.581755	-0.115982	-0.728757	1.79399	0.244549	0.506429	-2.71472	0.720173	0.167166	-0.407713	-0.677969	-0.0927016	-0.203101	-0.410522	-0.250403	0.430219	0.426168	-0.700432	0.0723787	-0.176365	-0.262135	-0.129466	0.332648	0.10204	0.151036
48	0.00262341	16872	0.0129537	15273	1765	2430	0.00113054	0.925169	0.105197	3183	73055	66872	69872	76872	-50.8486	16.6445	23.7441	-4.20115	1.77071	-5.69128	-11.1673	5.2055	-13.6024	3.36714	0.12575	-0.214273	0.963882	-3.00674	-0.975772	1.56683	0.676995	-0.659115	1.3806	-0.435186	1.18023	0.655478	0.448401	-0.572299	0.354006	0.737182	0.646087	-0.249866	0.364122	-0.358225	0.292739	-0.480784	0.497147	-0.163682	-0.225598
49	1.06908e-05	10327	0.000716445	17674	2999	7560	0.000694029	0.69866	0.333637	1802	65129	60327	63327	70327	48.4397	54.7094	0.665613	3.18272	-12.3746	2.60829	-1.18533	0.633311	-1.83754	-1.46171	0.567931	1.14755	2.64334	-5.1106	-0.915395	-0.0670989	0.933142	-0.243745	-0.0292904	0.637488	0.821474	0.742573	0.216004	-0.387336	0.321008	-0.33978	0.0586382	0.0658873	-0.383799	0.136616	-0.181913	0.434448	-0.479471	0.843503	-0.227618
0	0.0066683	15747	0.000193118	14073	5945	6083	0.000639716	0.923097	0.655456	3645	72392	65747	68747	75747	-50.7758	-68.4579	9.53047	-8.58202	-19.1593	8.80801	0.183385	-6.43746	3.38781	6.73147	-5.23781	7.77885	-2.65061	4.39256	0.762661	0.533749	1.5395	1.76525	0.470179	0.704227	2.20426	0.837177	-0.289464	0.145118	0.0168788	-0.534531	0.612378	0.399036	-0.414161	-0.936482	-0.0230146	-0.0889868	-0.581131	-0.102867	-0.17857
